,street,project,marketSegment,lat,long,avg_price_per_sqm,district,commonest_tenure
861,HOLLAND ROAD,BOTANIKA,CCR,1.2441509572700296,103.87340444640618,20755.46912980068,10,Freehold
862,LORONG 14 GEYLANG,WING FONG MANSIONS/WING FONG COURT,RCR,1.315552105618532,103.87413352394998,9131.272626009468,14,Freehold
863,SUFFOLK ROAD,THE SPINNAKER,CCR,1.2802308939186382,103.87761786813643,15881.467245823182,11,Freehold
864,PATERSON ROAD,THE PATERSON EDGE,CCR,1.2658293433001202,103.86620112020005,23712.46762262706,09,Freehold
865,JERVOIS ROAD,JERVOIS REGENCY,CCR,1.2581696034063101,103.85815144431369,15880.10121960553,10,Freehold
866,CHATSWORTH ROAD,ONE CHATSWORTH,CCR,1.2609915549401791,103.86282042830801,20521.17263843648,10,Freehold
867,ORCHARD BOULEVARD,3 ORCHARD BY-THE-PARK,CCR,1.2608280130167824,103.86693683276305,39023.38653503261,10,Freehold
868,MEYAPPA CHETTIAR ROAD,MYRA,RCR,1.3042850184522505,103.89399155615827,22799.500144835096,13,Freehold
869,LINCOLN ROAD,PARK INFINIA AT WEE NAM,CCR,1.2797906694275214,103.87873983264724,21640.034262061654,11,Freehold
870,SAM LEONG ROAD,SAM LEONG MANSION,RCR,1.2930248819099113,103.87279352160786,10638.297872340425,08,Freehold
871,LORONG 25A GEYLANG,ENG APARTMENTS,RCR,1.3194030685609694,103.87772007329417,11067.961165048544,14,Freehold
872,FARRER ROAD,SUTTON PLACE,CCR,1.2414863832861809,103.87690045090258,15430.6988997846,10,Freehold
873,GEYLANG ROAD,EVER LODGE,RCR,1.3256079046375884,103.87851377391023,7968.75,14,Freehold
874,WOODLEIGH CLOSE,PARC MONDRIAN,RCR,1.3043886904510753,103.89952482143035,14113.683281070109,13,Freehold
875,BALESTIER ROAD,THE MEZZO,RCR,1.288747880187464,103.88401768626727,14370.891799292658,12,Freehold
876,HOLLAND ROAD,HOLLAND COURT,CCR,1.2339878915290614,103.87684651658988,15414.364640883978,10,Freehold
877,GUILLEMARD ROAD,GUILLEMARD SUITES,RCR,1.319217831473695,103.8745009732137,14858.537386329937,14,Freehold
878,JALAN KEMAMAN,RESIDENTIAL APARTMENTS,RCR,1.2861425078636441,103.88951300920417,9909.90990990991,12,Freehold
879,MOULMEIN ROAD,THE HUNTINGTON,CCR,1.281573180467776,103.88230630955633,18183.333333333336,11,Freehold
880,RACE COURSE ROAD,SOHO @ FARRER,RCR,1.2892568169057665,103.87431958751968,14368.229006064346,08,Freehold
881,CHANCERY LANE,CHANCERY CORNER,CCR,1.273206627745856,103.88130007347885,6628.787878787879,11,Freehold
882,LORONG 3 GEYLANG,CANNE LODGE,RCR,1.3097137480963528,103.87770951102583,11053.50562743657,14,Freehold
883,TAN KIM CHENG ROAD,THE SIENA,CCR,1.2475460177107083,103.88426359648288,19291.225119444298,10,99 yrs lease commencing from 2013
884,LORONG 24 GEYLANG,PERPETUAL APARTMENTS,RCR,1.3200201775800906,103.8759702238974,16551.53990470612,14,999 yrs lease commencing from 1967
885,DORSET ROAD,VOGX,RCR,1.2865351709480777,103.87759301324046,12466.110724967353,08,Freehold
886,MOULMEIN RISE,LA MAISON,CCR,1.2832953838588481,103.88303288783314,17208.86752136752,11,Freehold
887,THOMSON ROAD,THOMSON VALE,CCR,1.277664601036756,103.88745426007725,13587.101063829788,11,Freehold
888,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,1.2601370468547641,103.86996165374151,21718.683764493257,10,Freehold
889,ARDMORE PARK,SCULPTURA ARDMORE,CCR,1.2663088000777318,103.87253960311722,47100.645203685555,10,Freehold
890,THOMSON ROAD,ENG AUN MANSION,CCR,1.2783530226210504,103.88722243342556,13374.827483211797,11,Freehold
891,SURREY ROAD,RESIDENTIAL APARTMENTS,CCR,1.278292986785264,103.87940304127908,21739.130434782608,11,Freehold
892,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,1.2716876841158788,103.87865062827515,26484.351939114225,10,Freehold
893,HOLLAND ROAD,THE ESTORIL,CCR,1.2378733414469465,103.87404390944278,23752.439541790412,10,Freehold
894,STURDEE ROAD NORTH,STURDEE VIEW,RCR,1.294098999018026,103.87733944260205,11051.09489051095,08,Freehold
895,GOLDHILL AVENUE,HILLS APARTMENT,CCR,1.2698827058642899,103.88448369635533,17669.403274241984,11,Freehold
896,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,1.2630854519793369,103.86654011852517,30563.188241044387,10,Freehold
897,SIMS AVENUE,SUITES @ SIMS,RCR,1.3237136626030224,103.87927232551743,15634.033838368654,14,Freehold
898,BALMORAL ROAD,THE HYDE,CCR,1.2672275536489745,103.87785894620535,31290.821420287295,10,Freehold
899,JALAN MUTIARA,M5,CCR,1.2650080393796759,103.85931951476094,23054.40291415901,10,Freehold
900,GUILLEMARD ROAD,GUILLEMARD VIEW,RCR,1.3211248688674095,103.87486952154765,10125.752765752766,14,Freehold
901,MANDALAY ROAD,MANDALAY TOWERS,CCR,1.2850676066190072,103.88731029754861,10710.437402976897,11,Freehold
902,ORANGE GROVE ROAD,RESIDENTIAL APARTMENTS,CCR,1.263383936341672,103.8726336301359,25533.971728226174,10,Freehold
903,SINARAN DRIVE,NOVELIS,CCR,1.282340794721515,103.88233072521112,17734.23469387755,11,Freehold
904,BIDEFORD ROAD,RICHMOND PARK,CCR,1.272604973534432,103.86855586908527,27607.714952178623,09,Freehold
905,STEVENS ROAD,THE EQUATORIAL,CCR,1.2609301466787086,103.88379914807626,16991.393135684066,10,Freehold
906,KIM SENG ROAD,MIRAGE TOWER,CCR,1.270445233586911,103.85565785706595,19775.58334867866,09,Freehold
907,WILKIE ROAD,WILKIE 87,CCR,1.2831670759047775,103.86670204696176,14990.763421242858,09,Freehold
908,LORONG 13 GEYLANG,RESIDENTIAL APARTMENTS,RCR,1.3136774064624432,103.87726610600403,8380.952380952382,14,Freehold
909,STARLIGHT ROAD,RESIDENTIAL APARTMENTS,RCR,1.2900734137774106,103.87703049636133,8963.022508038584,08,9999 yrs lease commencing from 1957
910,MOUNT SINAI RISE,FONTANA HEIGHTS,CCR,1.2127546824879898,103.87889516200333,17198.37174995398,10,Freehold
911,TREVOSE CRESCENT,THE TREVOSE,CCR,1.261424279081496,103.88649821496925,12822.11536943162,11,99 yrs lease commencing from 1996
912,BELMONT ROAD,THE BELMONT,CCR,1.2344966765545835,103.87681675753808,19537.037037037036,10,Freehold
913,BALMORAL PARK,THE BALMORAL,CCR,1.2647584716037297,103.87845230479746,16417.18852139692,10,Freehold
914,NASSIM ROAD,NASSIM JADE,CCR,1.2620742583178244,103.87021566902364,22260.176867035345,10,Freehold
915,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,1.321527250327069,103.88074328979037,15595.482820759491,14,99 yrs lease commencing from 2014
916,WILKIE ROAD,WILKIE 80,CCR,1.2840060877774389,103.86674090842767,18540.688655744456,09,Freehold
917,FORD AVENUE,URBAN EDGE @ HOLLAND V,CCR,1.2303003797191658,103.87656982548386,18004.385964912282,10,Freehold
918,WALSHE ROAD,GARDENVILLE,CCR,1.2634409687490205,103.8760063277919,19268.987657745027,10,Freehold
919,EWE BOON ROAD,CHIVERTON,CCR,1.2653009106487292,103.88087927052818,15090.399916247905,10,Freehold
920,NEWTON ROAD,NEWTON LODGE,CCR,1.2774112878700272,103.88108062072199,17214.075010535187,11,Freehold
921,LORONG 8 GEYLANG,FAMILIE MANSIONS,RCR,1.3139662138294708,103.87339939087461,7675.438596491228,14,Freehold
922,RIVER VALLEY CLOSE,THE REGALIA,CCR,1.2731220734380806,103.85885885925414,16970.86999098321,09,Freehold
923,HOLLAND ROAD,LOFT@HOLLAND,CCR,1.2331117474816948,103.87590867713988,23860.2279048421,10,Freehold
924,DERBYSHIRE ROAD,DERBYSHIRE HEIGHTS,CCR,1.281774608959434,103.87964474229271,13643.194070080863,11,Freehold
925,MANDALAY ROAD,THE ANSLEY,CCR,1.2851121183672638,103.88674969158505,15220.477810902961,11,Freehold
926,LORONG 37 GEYLANG,PALM LODGE,RCR,1.326468505971712,103.87873435733968,10026.261555673322,14,Freehold
927,BUKIT TIMAH ROAD,MADISON RESIDENCES,CCR,1.2661056433295708,103.88198362970239,21455.381500426258,10,Freehold
928,HOLLAND ROAD,DE LENTE,CCR,1.2376823437100377,103.87531825190304,16113.36188635209,10,Freehold
929,SHANGHAI ROAD,STUDIO 3,CCR,1.2637083089550571,103.85936257612666,18423.417697529312,10,Freehold
930,SUFFOLK ROAD,LUCIDA,CCR,1.2810704290599475,103.87817912067251,15750.593442617786,11,Freehold
931,ROBIN WALK,KUIE PONG LOFT,CCR,1.2620645666351573,103.88266812378446,13333.333333333334,10,Freehold
932,LEICESTER ROAD,INTERO,RCR,1.3037491249501068,103.89368020672237,13830.051849138841,13,Freehold
933,NEWTON ROAD,NEWTON SUITES,CCR,1.278548862122027,103.88131136370266,22050.981416198814,11,Freehold
934,LORONG 29 GEYLANG,RESIDENTIAL APARTMENTS,RCR,1.3228229899693233,103.87793772647287,12200.956937799043,14,Freehold
935,MOUNT SINAI DRIVE,MONTVIEW,CCR,1.2131434680608242,103.88019987703872,17135.081712481693,10,Freehold
936,JALAN YASIN,SUITES @ EUNOS,OCR,1.3424178998065353,103.88402856936636,15102.652981365145,14,Freehold
937,BALESTIER ROAD,PUBLIC MANSION,RCR,1.2849357611103152,103.88985819074861,8900.537760112227,12,Freehold
938,WOODSVILLE CLOSE,WOODSVILLE MANSIONS,RCR,1.3045228542666891,103.89264395985313,11130.96334499908,13,Freehold
939,RIVER VALLEY GROVE,RIVERIA GARDENS,CCR,1.2708766543483843,103.86092423222811,22271.97963659148,09,Freehold
940,WOOLLERTON PARK,GALLOP GREEN,CCR,1.2440834653992396,103.8788207438582,19535.426537689153,10,Freehold
941,MERGUI ROAD,PRISTINE HEIGHTS,RCR,1.2881921312446227,103.88045558495627,13880.387462809753,08,Freehold
942,ORCHARD BOULEVARD,ORCHARD BEL AIR,CCR,1.2610964958763073,103.86592816570676,14024.392241148127,10,99 yrs lease commencing from 1980
943,SUFFOLK ROAD,TEN @ SUFFOLK,CCR,1.2807023674089026,103.87812118373446,15591.493454565238,11,Freehold
944,NASSIM HILL,THE LOFT,CCR,1.258223303664459,103.87071370587121,17717.7180774074,10,99 yrs lease commencing from 1999
945,ORANGE GROVE ROAD,GARDEN APARTMENTS,CCR,1.2613164042004554,103.87606487002833,18493.835171966253,10,Freehold
946,LORONG MARICAN,THE EBONY,OCR,1.3451502512507292,103.88388141177064,15023.312873013965,14,Freehold
947,BUKIT TIMAH ROAD,SIXTH AVENUE CENTRE,CCR,1.2309295733907852,103.89485408781167,14167.451732164864,10,Freehold
948,OXLEY RISE,THE RISE @ OXLEY - RESIDENCES,CCR,1.2794423276104763,103.86105889517573,24620.596355679503,09,Freehold
949,MOUNT EMILY ROAD,EMILY RESIDENCE,CCR,1.2854646423030491,103.86767437421962,16060.138838309033,09,Freehold
950,SHELFORD ROAD,SHELFORD VIEW,CCR,1.2481397854492722,103.89233983660284,15578.494623655914,11,Freehold
951,JALAN EUNOS,EUHABITAT,OCR,1.3440847111935175,103.89103385543838,12606.181799977558,14,99 yrs lease commencing from 2010
952,AKYAB ROAD,PAVILION 11,CCR,1.2846759852863272,103.88781554844704,17112.04317584386,11,Freehold
953,ANAMALAI AVENUE,ROYALGREEN,CCR,1.230081671290693,103.89424658320605,29186.84196359364,10,Freehold
954,LORONG 26 GEYLANG,LE ARC,RCR,1.3210927119714098,103.87614315463156,8454.166666666666,14,Freehold
955,LORONG 6 GEYLANG,ROYCE RESIDENCES,RCR,1.3127409669320067,103.87484093253133,13527.454241425206,14,Freehold
956,LEWIS ROAD,SIGNATURE AT LEWIS,CCR,1.2593176067625076,103.88433426365961,17041.663746986378,10,Freehold
957,HOLT ROAD,HOLT RESIDENCES,CCR,1.2621980227638399,103.85770613595729,16272.314936009307,10,Freehold
958,STEVENS ROAD,THE CAPRI,CCR,1.2621954260713837,103.88185451818454,17493.745081350735,10,Freehold
959,LEEDON HEIGHTS,LEEDON GREEN,CCR,1.2393858364037247,103.87598444131949,28646.723289709924,10,Freehold
960,SIMS AVENUE,PARC ESTA,RCR,1.3392448025997181,103.88178599660921,18289.03937328889,14,99 yrs lease commencing from 2018
961,LORONG MELAYU,E7 LODGE,OCR,1.347269415505572,103.88516328777504,11704.86410972822,14,Freehold
962,NATHAN ROAD,NATHAN SUITES,CCR,1.2632868150671956,103.85887702089445,21504.20349958165,10,Freehold
963,LEONIE HILL ROAD,LEONIE HILL RESIDENCES,CCR,1.2693984429154697,103.86096986208919,22572.042275363172,09,Freehold
964,MINBU ROAD,D' IXORAS,CCR,1.28531907915415,103.8875832947473,13927.884615384615,11,Freehold
965,CORONATION ROAD WEST,ASTRID MEADOWS,CCR,1.2311834478474426,103.8832619650432,18694.815766604188,10,Freehold
966,LORONG 37 GEYLANG,SUNNY GROVE,RCR,1.3260022198185444,103.87910882661822,10428.110628513032,14,Freehold
967,NASSIM HILL,THE NASSIM,CCR,1.259247193088615,103.8699958667977,35350.35114038676,10,Freehold
968,LORONG 39 GEYLANG,SIMS RESIDENCES,RCR,1.3276435483434872,103.8795972541881,8845.805246228912,14,99 yrs lease commencing from 1997
969,DEVONSHIRE ROAD,THE METZ,CCR,1.2731598054942628,103.8630171194583,26124.44651130701,09,Freehold
970,SOPHIA ROAD,WHARTON VALE,CCR,1.284605426309353,103.86560118333638,14703.324013668842,09,Freehold
971,ST. THOMAS WALK,ST THOMAS COURT,CCR,1.2724651185712126,103.86114993078608,19711.53846153846,09,Freehold
972,CAIRNHILL RISE,CAIRNHILL HEIGHTS,CCR,1.274179591875527,103.8720805467828,33251.89555657352,09,Freehold
973,CAVENAGH ROAD,TOWNHOUSE APARTMENTS,CCR,1.2788477518065082,103.87280898831567,9568.48827751478,09,99 yrs lease commencing from 1977
974,ARDMORE PARK,ARDMORE THREE,CCR,1.264743292364031,103.87200674003778,38143.552019525916,10,Freehold
975,AH HOOD ROAD,THE BELLEFORTE,RCR,1.2813931139145878,103.89068400880578,12912.039378507967,12,Freehold
976,HOLT ROAD,THE HORIZON,CCR,1.2628929170942844,103.85817229588814,17174.24325873679,10,Freehold
977,ST. FRANCIS ROAD,ST FRANCIS LODGE,RCR,1.300555379201638,103.88827010927365,11235.825435558887,12,Freehold
978,PATERSON ROAD,PATERSON RESIDENCE,CCR,1.26622701369506,103.86371197370406,24183.26386023396,09,Freehold
979,CUSCADEN WALK,THE BOULEVARD RESIDENCE,CCR,1.2649178763607258,103.86752743596936,25896.299920272522,10,Freehold
980,THOMSON ROAD,368 THOMSON,CCR,1.278211238247633,103.89054190720601,17041.480943632156,11,Freehold
981,SERANGOON ROAD,EURO-ASIA APARTMENTS,RCR,1.300221823746716,103.88680964032501,10821.564275414188,12,Freehold
982,LEONIE HILL,THE LUMOS,CCR,1.2682376520501728,103.86269704686394,23332.90980508167,09,Freehold
983,DUCHESS ROAD,THE TRESOR,CCR,1.243034975355935,103.88751276080802,19168.7607852399,10,999 yrs lease commencing from 1875
984,LENGKONG EMPAT,D - HERITAGE APARTMENTS,OCR,1.3493639301480846,103.89175742299452,10170.875729774812,14,Freehold
985,GEYLANG ROAD,RESIDENTIAL APARTMENTS,RCR,1.3250791683514034,103.87768539469191,8482.853577729014,14,Freehold
986,JALAN DATOH,VISTA RESIDENCES,RCR,1.2795244559458983,103.89204741201284,16437.7235561549,12,Freehold
987,MERGUI ROAD,CLYDES RESIDENCE,RCR,1.2885222213663974,103.88068150930366,13065.307530087788,08,Freehold
988,TYRWHITT ROAD,TYRWHITT 139,RCR,1.2962903694947723,103.87512818689432,15072.328216901344,08,Freehold
989,JALAN KEMBANGAN,THE TRUMPS,OCR,1.3501827003359748,103.8835249190978,12145.308964973801,14,99 yrs lease commencing from 2000
990,HOLLAND ROAD,VAN HOLLAND,CCR,1.230818171166216,103.8764388972147,31762.792461473415,10,Freehold
991,KENG LEE ROAD,KENG LEE VIEW,RCR,1.2822357217660787,103.87749982399869,12964.601769911504,08,Freehold
992,RIVER VALLEY ROAD,STELLAR RV,CCR,1.2646573884654908,103.85876113714866,18809.453925561764,10,Freehold
993,BRADDELL ROAD,THE SCENIC @ BRADDELL,OCR,1.30526350336257,103.90679977035481,12580.717893217894,13,Freehold
994,ANDERSON ROAD,AVALON,CCR,1.2652460430742896,103.87630696450441,18799.973828599243,10,Freehold
995,KENG CHIN ROAD,CYAN,CCR,1.2661278217906455,103.88076134919336,21754.604978980486,10,Freehold
996,HOLLAND ROAD,VERDURE,CCR,1.242959059861245,103.87291495159714,18218.95789355711,10,Freehold
997,JALAN MASJID,KINGSTON TERRACE,OCR,1.3495539634988993,103.88338303881922,11607.173971876517,14,Freehold
998,CAIRNHILL ROAD,CAIRNHILL PLAZA,CCR,1.2730431902532484,103.87043615192184,16558.713937508295,09,Freehold
999,JALAN TAMAN,RIO GARDENS,RCR,1.3007169481102792,103.89006718698701,11816.816816816818,12,Freehold
1000,LORONG 14 GEYLANG,WING FONG MANSIONS,RCR,1.315552105618532,103.87413352394998,8064.24809782691,14,Freehold
1001,FARRER DRIVE,SOMMERVILLE GRANDEUR,CCR,1.2427966968635893,103.87811970901491,17548.544891640868,10,Freehold
1002,DUNEARN ROAD,DUNEARN SUITES,CCR,1.2467553588850022,103.88819871124217,18641.99262863371,11,Freehold
1003,GILSTEAD ROAD,GILSTEAD MANSION,CCR,1.2763399454622772,103.88281261828197,14404.23976608187,11,Freehold
1004,CAIRNHILL ROAD,ELIZABETH HEIGHT,CCR,1.27268543831693,103.87110214546088,19574.468085106382,09,Freehold
1005,JERVOIS ROAD,38 JERVOIS,CCR,1.258824044830621,103.85775749281099,23502.271990527897,10,Freehold
1006,AKYAB ROAD,ONE AKYAB,CCR,1.2839282987541512,103.8862067693933,12233.113725490197,11,Freehold
1007,KIM YAM ROAD,ATTITUDE AT KIM YAM,CCR,1.2751263470315566,103.85917090871013,20863.166321618857,09,999 yrs lease commencing from 1841
1008,TONG WATT ROAD,VIVACE,CCR,1.2769271004466576,103.85661547809227,21736.951205882404,09,999 yrs lease commencing from 1841
1009,DUNEARN ROAD,DUNEARN 386,CCR,1.2478740933144343,103.88790709587728,25728.734664241387,11,Freehold
1010,TAN KIM CHENG ROAD,LUTHERAN TOWERS,CCR,1.248118540693394,103.88477574460859,9814.406099518459,10,103 yrs lease commencing from 1974
1011,JALAN RAMA RAMA,PAPILLON,RCR,1.2855212579031638,103.89037441994307,11724.655509833614,12,Freehold
1012,ORCHARD ROAD,THE CENTREPOINT,CCR,1.275977838077491,103.86559073439429,27326.84217075775,09,99 yrs lease commencing from 1979
1013,MOULMEIN ROAD,MULBERRY TREE,CCR,1.2826556654515755,103.8816924726372,16978.1888425201,11,Freehold
1014,JALAN AMPAS,AMPAS APARTMENTS,RCR,1.2873582382259545,103.88965147315974,13777.326976581106,12,Freehold
1015,BALMORAL ROAD,BALMORAL GATE,CCR,1.2705345236184253,103.88062969286021,16673.079715106272,10,Freehold
1016,PAYA LEBAR ROAD,PARK PLACE RESIDENCES AT PLQ,RCR,1.3296425661854372,103.88027516788233,20437.62775421425,14,99 yrs lease commencing from 2015
1017,HOLLAND PARK,LIEN TOWERS,CCR,1.240949671573866,103.87350285281131,17834.394904458597,10,Freehold
1018,SHANGHAI ROAD,QUEENSBERRY LODGE,CCR,1.263561774560232,103.85872274667533,13905.886210854238,10,Freehold
1019,JERVOIS ROAD,JERVOIS GREEN,CCR,1.2543459445508314,103.85857381969134,23097.67263203841,10,Freehold
1020,LORONG 35 GEYLANG,REGAL 35,RCR,1.3248835853307241,103.87919759880916,9945.030844815326,14,Freehold
1021,KAY POH ROAD,KASTURINA LODGE,CCR,1.265912396037075,103.86005119282432,16281.351753008898,10,Freehold
1022,OWEN ROAD,SUITES @ OWEN,RCR,1.2892504653453343,103.87762672319904,15409.074463118583,08,Freehold
1023,BUKIT TIMAH ROAD,HONOLULU TOWER,CCR,1.2672389326883242,103.88159909064478,18391.866913123842,10,Freehold
1024,TRURO ROAD,RESIDENTIAL APARTMENTS,RCR,1.2856279037185272,103.87757458392757,10568.613389358006,08,Freehold
1025,JALAN NOVENA,NOVENA HILL,CCR,1.279634912368928,103.88723836894948,15603.079980129163,11,Freehold
1026,FARRER DRIVE,POLLEN & BLEU,CCR,1.2431741699962786,103.8779454088748,21627.404627369524,10,99 yrs lease commencing from 2012
1027,HOLLAND ROAD,QUINTERRA,CCR,1.2165231551234075,103.88213531746517,13797.160425831258,10,99 yrs lease commencing from 2006
1028,MARNE ROAD,THE CITRON RESIDENCES,RCR,1.2935515369216213,103.87612171707828,16295.330541418803,08,Freehold
1029,SHELFORD ROAD,10 SHELFORD,CCR,1.2485591057617493,103.88926653553355,16616.804889736708,11,Freehold
1030,EBER ROAD,EBER GARDENS,CCR,1.2765376709840148,103.86238184500085,17610.062893081762,09,Freehold
1031,CUSCADEN ROAD,CUSCADEN RESIDENCES,CCR,1.2629851174965634,103.86849344799641,23459.04366511013,10,Freehold
1032,EMERALD HILL ROAD,EMERALD APARTMENTS,CCR,1.275876853374091,103.86873320760579,17777.777777777777,09,Freehold
1033,WOODLEIGH CLOSE,8@WOODLEIGH,RCR,1.3061623375089806,103.89979977319317,14584.320218945515,13,99 yrs lease commencing from 2008
1034,SOPHIA ROAD,PEACE CENTRE/MANSIONS,CCR,1.2854560824305286,103.86468891054479,6601.412995678216,09,99 yrs lease commencing from 1970
1035,JALAN AMPANG,ASTRIDVILLE,CCR,1.230041239250008,103.88480946043315,14472.089110859208,10,Freehold
1036,KHEAM HOCK ROAD,KHEAM HOCK GARDENS,CCR,1.2565153054379614,103.89209923572032,14541.251976963771,11,Freehold
1037,LORONG 24 GEYLANG,THE OCTET,RCR,1.3200645601513752,103.87561854769851,14210.50381150381,14,Freehold
1038,MARTABAN ROAD,DE PARADISO,RCR,1.2869179594189923,103.88755308131512,12796.548193322795,12,Freehold
1039,SOPHIA ROAD,FAIRHAVEN,CCR,1.2825462734476027,103.86670848431737,18557.36301369863,09,Freehold
1040,LORONG 16 GEYLANG,RESIDENTIAL APARTMENTS,RCR,1.316219614352154,103.87447568703124,19248.178470519793,14,Freehold
1041,BUKIT TIMAH ROAD,MARTINA MANSIONS,CCR,1.2694593026502667,103.88099047525327,18376.068376068375,10,Freehold
1042,JALAN AMPAS,THE VIRIDIAN,RCR,1.2879218386008602,103.88946832293485,15316.89506296263,12,Freehold
1043,MOUNT SINAI RISE,THE MARBELLA,CCR,1.2136757175755162,103.87797437019627,18246.530142417094,10,Freehold
1044,ST. MICHAEL'S ROAD,CITY REGENCY,RCR,1.3002146981082163,103.8898367260268,13319.672027558654,12,Freehold
1045,MARTIN ROAD,MARTIN NO 38,CCR,1.2742728800514738,103.85580899576996,26700.769256164815,09,Freehold
1046,MOULMEIN RISE,NEU AT NOVENA,CCR,1.2822279065889162,103.88311371368246,28102.627146864703,11,Freehold
1047,RANGOON ROAD,RANGOON VIEW,RCR,1.2885242702071737,103.88133445224334,8921.915002560163,08,Freehold
1048,SHREWSBURY ROAD,TREASURE LOFT,CCR,1.285952149621259,103.88221657349159,14410.919540229885,11,Freehold
1049,SIMS DRIVE,PENROSE,RCR,1.3161105586768778,103.88234210790367,17281.89666422252,14,99 yrs lease commencing from 2019
